Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
1993-07-30,25.034433364868164,25.173998150177532,24.99954216854082,25.173998150177532,75300
1993-08-02,25.104217529296875,25.191445526271497,25.06932633050702,25.06932633050702,41300
1993-08-03,25.121654510498047,25.226328070958456,25.034426543447708,25.156545697318187,81600
1993-08-04,25.121654510498047,25.173991290728253,25.051872136857778,25.12165451049805,434000
1993-08-05,25.06932258605957,25.12165937642713,25.0344313924812,25.12165937642713,36800
1993-08-06,25.104217529296875,25.156554327481647,25.06932633050702,25.139108728086722,402300
1993-08-09,25.24378204345703,25.313564440259952,25.121662849051916,25.173999646654106,828200
1993-08-10,25.226335525512695,25.243781124078055,25.191444328381973,25.226335525512695,604900
1993-08-11,25.226335525512695,25.29611791977414,25.208889926947332,25.208889926947332,542200
1993-08-12,25.15656089782715,25.29612572943784,25.069332878070465,25.29612572943784,303700
1993-08-13,25.19145393371582,25.208899538933075,25.174008328498566,25.174008328498566,103500
1993-08-16,25.331005096435547,25.40078747962132,25.208885925860447,25.208885925860447,241800
1993-08-17,25.41823959350586,25.41823959350586,25.313565991885383,25.313565991885383,369300
1993-08-18,25.557798385620117,25.610135174123094,25.488016000949482,25.50546159711714,414300
1993-08-19,25.557798385620117,25.575243981787775,25.5229071932848,25.575243981787775,28500
1993-08-20,25.57525634765625,25.57525634765625,25.488028324642414,25.50547392924518,80700
1993-08-23,25.522899627685547,25.540345218681914,25.470562854696443,25.470562854696443,15600
1993-08-24,25.802038192749023,25.802038192749023,25.52290863826357,25.52290863826357,273400
1993-08-25,25.819477081298828,25.924150637033822,25.76714030343133,25.802031488676327,242300
1993-08-26,25.836929321289062,25.976494098176513,25.732255738623476,25.836929321289062,120000
1993-08-27,25.819477081298828,25.819477081298828,25.76714030343133,25.76714030343133,25700
1993-08-30,25.924163818359375,25.95905502134505,25.836935810895177,25.836935810895177,183500
1993-08-31,25.993934631347656,25.993934631347656,25.87181547536146,25.906706662786085,66500
1993-09-01,25.959035873413086,26.011372639286904,25.90669910753927,25.90669910753927,136500
1993-09-02,25.871837615966797,26.011402485102153,25.854392007324876,25.976511267818314,472400
1993-09-03,25.88926124572754,25.924152433390244,25.819478870402126,25.85437005806483,630500
1993-09-07,25.714797973632812,25.92414503990391,25.679906795920964,25.88925386219206,196400
1993-09-08,25.627592086791992,25.71482010614799,25.453136048079998,25.71482010614799,269900
1993-09-09,25.67991065979004,25.697356251270875,25.52290033646252,25.52290033646252,239200
1993-09-10,25.906700134277344,25.924145723593355,25.714798651801214,25.74968983043324,106500
1993-09-13,25.924163818359375,25.99394622433073,25.92416381835937,25.99394622433073,66900
1993-09-14,25.819477081298828,25.854368266543826,25.73224911818633,25.854368266543826,184500
1993-09-15,25.88926124572754,25.90670683955889,25.627577338257243,25.714805307414007,101000
1993-09-16,25.784591674804688,25.871819657466407,25.767146078272344,25.854374060934063,54300
1993-09-17,25.734609603881836,25.78727251575881,25.699500995963852,25.76971821179982,200900
1993-09-20,25.523937225341797,25.822360150259826,25.523937225341797,25.769697281156645,57800
1993-09-21,25.436166763305664,25.594155376742343,25.17285240757786,25.559046795978634,318200
1993-09-22,25.646833419799805,25.681942021332727,25.488844712901656,25.52395331443458,439700
1993-09-23,25.787273406982422,25.8048277115481,25.681947579588346,25.717056188719706,88500
1993-09-24,25.717044830322266,25.769707720759786,25.681936236697254,25.75215342394728,53500
1993-09-27,25.99791145324707,25.997911453247074,25.910139976362377,25.910139976362377,274600
1993-09-28,25.945240020751953,26.01545717913017,25.927685731157396,26.01545717913017,158300
1993-09-29,25.857471466064453,26.01546009009336,25.822362882946916,25.945242923858288,221000
1993-09-30,25.804805755615234,25.910131493393255,25.752142886726222,25.857468624504243,99300
1993-10-01,25.927692413330078,25.962801001567488,25.7345951780243,25.769703766261713,22700
1993-10-04,25.962804794311523,25.962804794311527,25.892587607579106,25.962804794311527,1038500
1993-10-05,25.927692413330078,26.015463883923612,25.83992094273654,26.015463883923612,436500
1993-10-06,25.910140991210938,26.050575359726984,25.910140991210934,25.945249583339947,209200
1993-10-07,25.83991813659668,25.94524388987085,25.822363844384316,25.94524388987085,59400
1993-10-08,25.875024795532227,25.927687668250407,25.68192759556557,25.910133377344348,54400
1993-10-11,25.927692413330078,25.980355295686195,25.927692413330075,25.927692413330075,467100
1993-10-12,25.962804794311523,25.98035909099463,25.94525049762842,25.962804794311527,26200
1993-10-13,25.962804794311523,25.98035909099463,25.927696200945316,25.98035909099463,139100
1993-10-14,26.29633331298828,26.29633331298828,25.997910304763447,26.06812748316929,108100
1993-10-15,26.436767578125,26.489430461746764,26.34899610542206,26.419213283584412,1502500
1993-10-18,26.366552352905273,26.41921524042772,26.331443761223642,26.41921524042772,722400
1993-10-19,26.17345428466797,26.384105828206543,26.17345428466797,26.3314429423219,880100
1993-10-20,26.208559036254883,26.261221914425523,26.155896158084243,26.261221914425523,230400
1993-10-21,26.17345428466797,26.226117170552612,26.138345694078204,26.226117170552612,56200
1993-10-22,26.050569534301758,26.313883916387017,26.050569534301754,26.20855816355291,390700
1993-10-25,26.12078285217285,26.155891431275236,25.99790282531451,26.068119983519278,114500
1993-10-26,26.103235244750977,26.120789538795865,26.015463774526527,26.103235244750977,186200
1993-10-27,26.12078285217285,26.138337141724044,26.068119983519278,26.068119983519278,118400
1993-10-28,26.313884735107422,26.3841019058482,26.155896100940666,26.155896100940666,129600
1993-10-29,26.313884735107422,26.331439027792616,26.27877614973703,26.296330442422224,80700
1993-11-01,26.384117126464844,26.401671429276867,26.27879130959273,26.27879130959273,36400
1993-11-02,26.366552352905273,26.401660944586904,26.208563690337932,26.34899805706446,262100
1993-11-03,26.033039093017578,26.349016641011048,25.910158935464562,26.349016641011048,479100
1993-11-04,25.752147674560547,26.03301636085432,25.734593381667185,26.03301636085432,130400
1993-11-05,25.875024795532227,25.875024795532227,25.57660185012921,25.68192759556557,363200
1993-11-08,25.910140991210938,25.98035817546896,25.822369510888404,25.89258669514643,367600
1993-11-09,25.927692413330078,26.103235354517146,25.910138119211368,26.08568106039844,246900
1993-11-10,26.12078285217285,26.12078285217285,25.857468508904983,25.927685667109746,46500
1993-11-11,26.050569534301758,26.191003871413894,26.03301524216274,26.120786702857824,88900
1993-11-12,26.17345428466797,26.261225761142374,26.08568280819356,26.103237103488443,108200
1993-11-15,26.155893325805664,26.226110489096417,26.08567616251491,26.226110489096417,243300
1993-11-16,26.278783798217773,26.29633809601217,26.103240820273765,26.20856660704017,492600
1993-11-17,26.138338088989258,26.296326700675557,26.06812092823979,26.296326700675557,39600
1993-11-18,26.068117141723633,26.155888579911252,25.997899991173533,26.10322571699868,240800
1993-11-19,26.015464782714844,26.0505733721652,25.962801898539308,25.980356193264488,106000
1993-11-22,25.857471466064453,25.962797215417055,25.769700008270615,25.945242923858288,165300
1993-11-23,25.99791145324707,26.015465748624013,25.85747709023156,25.997911453247074,89700
1993-11-24,26.103235244750977,26.120789538795865,26.033018068571415,26.068126656661196,77200
1993-11-26,26.12078285217285,26.17344572082643,26.103228562621663,26.17344572082643,1019800
1993-11-29,26.015464782714844,26.243670614142168,26.015464782714844,26.191007729966632,517500
1993-11-30,26.033039093017578,26.155919250570594,25.980376168352,25.99793047657386,230000
1993-12-01,26.068117141723633,26.190997155186302,26.06811714172363,26.173442867548776,379200
1993-12-02,26.138338088989258,26.155892379176624,26.06812092823979,26.12078379880189,352000
1993-12-03,26.243688583374023,26.243688583374023,26.120808436160903,26.120808436160903,306000
1993-12-06,26.331443786621094,26.366552378336586,26.27878089904785,26.27878089904785,99500
1993-12-07,26.313884735107422,26.34899332047781,26.27877614973703,26.331439027792616,88800
1993-12-08,26.313884735107422,26.313884735107422,26.27877614973703,26.313884735107422,146700
1993-12-09,26.226112365722656,26.348992410274235,26.191003781565062,26.31388382611664,416500
1993-12-10,26.17345428466797,26.243671465847495,26.120791398783325,26.243671465847495,412900
1993-12-13,26.331443786621094,26.331443786621094,26.13834653218587,26.173455123901366,273200
1993-12-14,26.138338088989258,26.34898957123766,26.138338088989258,26.34898957123766,41900
1993-12-15,26.103235244750977,26.191006714975423,26.103235244750977,26.173452420930534,82600
1993-12-16,26.191022872924805,26.20857717779942,26.15591426317558,26.20857717779942,78200
1993-12-17,26.334943771362305,26.35261823026926,26.228897017920577,26.246571476827533,104700
1993-12-20,26.37030792236328,26.387982391480147,26.299610045895818,26.317284515012684,68800
1993-12-21,26.28192710876465,26.33495049903115,26.24657818192031,26.33495049903115,205700
1993-12-22,26.458675384521484,26.47634985037621,26.29960519182897,26.35262858939314,410300
1993-12-23,26.440994262695312,26.49401764691195,26.405645339884224,26.440994262695312,533800
1993-12-27,26.582382202148438,26.58238220214844,26.440986552137012,26.440986552137012,447100
1993-12-28,26.63541030883789,26.65308476823327,26.547038011860987,26.564712471256367,880600
1993-12-29,26.60007667541504,26.670774553622124,26.582402205863268,26.653100084070353,266700
1993-12-30,26.494020462036133,26.582392778453862,26.440997072185493,26.582392778453862,219900
1993-12-31,26.352628707885742,26.582396765030285,26.334954241951547,26.547047833161894,312900
1994-01-03,26.28192710876465,26.38797388929766,26.24657818192031,26.35262496245332,960900
1994-01-04,26.38797378540039,26.387973785400394,26.28192700528492,26.31727593199008,164300
1994-01-05,26.440994262695312,26.45866872410086,26.317273032856498,26.423319801289768,710900
1994-01-06,26.440994262695312,26.49401764691195,26.405645339884224,26.476343185506405,201000
1994-01-07,26.60007667541504,26.61775114496681,26.42333197989733,26.494029858104415,775500
1994-01-10,26.918201446533203,26.9182014465332,26.56471226141786,26.63541009844093,593700
1994-01-11,26.865177154541016,26.900526071849622,26.7768048612695,26.900526071849622,295200
1994-01-12,26.776817321777344,26.882864123051707,26.688444987382038,26.882864123051707,158400
1994-01-13,26.706117630004883,26.759141027020114,26.670768698661394,26.706117630004883,244300
1994-01-14,26.812158584594727,26.865181970061954,26.794484122772317,26.794484122772317,137200
1994-01-17,26.812158584594727,26.847507508239545,26.7591351991275,26.812158584594727,17700
1994-01-18,26.847509384155273,26.882858310270027,26.794485994983145,26.847509384155273,166400
1994-01-19,26.776817321777344,26.847515189293585,26.72379392114016,26.812166255535466,200800
1994-01-20,26.847509384155273,26.86518384721265,26.794485994983145,26.81216045804052,281100
1994-01-21,26.794475555419922,26.882847836275527,26.7768010992488,26.882847836275527,85600
1994-01-24,26.68843650817871,26.900530043343043,26.68843650817871,26.776808814497183,373800
1994-01-25,26.68843650817871,26.723785430706098,26.635413124387625,26.706110969442403,310400
1994-01-26,26.759145736694336,26.77682020547683,26.65309892399938,26.688447861564367,145100
1994-01-27,27.00657844543457,27.04192737010137,26.776810435100376,26.812159359767175,344500
1994-01-28,27.0772647857666,27.16563705987158,27.077264785766598,27.11261369540859,356500
1994-01-31,27.271696090698242,27.32471947907938,27.14797485114226,27.183323776729683,313800
1994-02-01,27.130290985107422,27.236337725114357,27.094942071771776,27.236337725114357,303600
1994-02-02,27.307050704956055,27.307050704956055,27.201003906101857,27.218678372577557,307600
1994-02-03,27.183338165283203,27.254036053879517,27.094965804537807,27.254036053879517,466100
1994-02-04,26.564727783203125,27.218683157772993,26.56472778320312,27.183334218607055,1403200
1994-02-07,26.68843650817871,26.759134353233488,26.49401743427807,26.49401743427807,516400
1994-02-08,26.706117630004883,26.741466561348368,26.600070835974417,26.741466561348368,188200
1994-02-09,26.812158584594727,26.829833046417136,26.688437351837862,26.72378627548268,144600
1994-02-10,26.582382202148438,26.81215013341701,26.58238220214844,26.794475677165583,883900
1994-02-11,26.670753479003906,26.74145130134719,26.476334467559877,26.600055656660622,519400
1994-02-14,26.706117630004883,26.7944899583636,26.582396370302675,26.617745301646163,2742100
1994-02-15,26.847509384155273,26.86518384721265,26.723788142753637,26.75913706886839,374700
1994-02-16,26.82984733581543,26.882870749522574,26.77682392210828,26.882870749522574,287600
1994-02-17,26.670753479003906,26.971219223962866,26.600055656660622,26.953544768377043,342400
1994-02-18,26.511690139770508,26.706109200795492,26.440992299397784,26.68843474070231,313300
1994-02-22,26.776817321777344,26.776817321777344,26.58239818610767,26.58239818610767,154500
1994-02-23,26.706117630004883,26.829838889707087,26.617745301646163,26.812164424035345,391700
1994-02-24,26.352628707885742,26.617745696898677,26.334954241951547,26.617745696898677,770800
1994-02-25,26.476343154907227,26.476343154907227,26.33494746382628,26.387970847981634,531300
1994-02-28,26.476343154907227,26.61773884598817,26.476343154907227,26.5470410004477,333000
1994-03-01,26.37030792236328,26.52937814441507,26.22891216942836,26.476354737064476,423600
1994-03-02,26.40564727783203,26.405647277832035,25.963785710264563,26.03448356107536,581500
1994-03-03,26.334943771362305,26.370292689176214,26.264245935734486,26.370292689176214,223200
1994-03-04,26.40564727783203,26.47634512864283,26.246577113507744,26.33494942702124,595800
1994-03-07,26.547046661376953,26.582395591685046,26.494023265914816,26.494023265914816,539800
1994-03-08,26.440994262695312,26.56471549253413,26.405645339884224,26.56471549253413,880300
1994-03-09,26.564727783203125,26.582402252786093,26.35263414820749,26.476355435288276,2500100
1994-03-10,26.352628707885742,26.547047833161894,26.264256378214764,26.547047833161894,207400
1994-03-11,26.494020462036133,26.529369388603225,26.24657797606648,26.387973682334852,576600
1994-03-14,26.529369354248047,26.60006720729068,26.49402042772673,26.60006720729068,345900
1994-03-15,26.511690139770508,26.63541136042277,26.494015679677325,26.582387980143228,748600
1994-03-16,26.723791122436523,26.723791122436523,26.458674147015525,26.54704647215586,455500
1994-03-17,26.723791122436523,26.759140052492658,26.63541879729619,26.63541879729619,133000
1994-03-18,26.717966079711914,26.753518928786715,26.57575468341272,26.593531107950117,365500
1994-03-21,26.646852493286133,26.700181751111256,26.575746816185973,26.629076074011092,324800
1994-03-22,26.717966079711914,26.771295353324117,26.593531107950117,26.646860381562316,435700
1994-03-23,26.700183868408203,26.771289551146975,26.682407447723513,26.700183868408207,698500
1994-03-24,26.38019561767578,26.646841799795144,26.255760732686742,26.59351256337127,1200500
1994-03-25,26.131330490112305,26.46908238080083,26.131330490112305,26.397976719603246,100900
1994-03-28,26.166889190673828,26.202442029248115,25.93579573994098,26.166889190673828,1117200
1994-03-29,25.651384353637695,26.18467716764264,25.651384353637695,26.166900740509142,338400
1994-03-30,25.295846939086914,25.740257461558578,25.295846939086914,25.669151777963112,1123900
1994-03-31,25.36695098876953,25.420280248031137,24.762552717138025,25.29584530975406,788800
1994-04-04,24.975875854492188,25.04698155087508,24.655900220769155,24.655900220769155,2627300
1994-04-05,25.491397857666016,25.491397857666016,25.224751436560723,25.224751436560723,1179000
1994-04-06,25.491397857666016,25.544727141887073,25.313633576929153,25.526950713813388,516500
1994-04-07,25.61581039428711,25.66913963174919,25.33138779448933,25.47359909438822,666100
1994-04-08,25.42027473449707,25.56248606168307,25.295839823209324,25.56248606168307,242400
1994-04-11,25.526935577392578,25.633594082590598,25.42916528096106,25.491382742326575,203300
1994-04-12,25.491397857666016,25.598056426108133,25.43806857344496,25.553615355923917,1409200
1994-04-13,25.358060836791992,25.54471322991244,25.171408443671545,25.482495765538957,364100
1994-04-14,25.36695098876953,25.500274136923544,25.260292470246327,25.31362172950793,419900
1994-04-15,25.36695098876953,25.473609507292743,25.322509939384865,25.3580627788926,387300
1994-04-18,25.198057174682617,25.464703282351216,25.118063342382037,25.39359765363959,369100
1994-04-19,25.233625411987305,25.331395711223603,25.020308395471737,25.17140794883693,472200
1994-04-20,25.206972122192383,25.322518891440794,25.07364892690575,25.260301400307032,508000
1994-04-21,25.544715881347656,25.58026872182274,25.224740317071902,25.313622418259612,200300
1994-04-22,25.51805305480957,25.624711583774292,25.44694736883309,25.606935162280173,301800
1994-04-25,25.784683227539062,25.802459637899307,25.509148866955226,25.509148866955226,394600
1994-04-26,25.758024215698242,25.793577044153313,25.704694973015638,25.749136008584475,399000
1994-04-28,25.571382522583008,25.740258528119707,25.49138862522352,25.704705684848822,287000
1994-04-29,25.651384353637695,25.68693720790469,25.491396509436214,25.52694936370321,481900
1994-05-02,25.811355590820312,26.006896163478043,25.562485771074112,25.651367849554898,275000
1994-05-03,25.784683227539062,25.82912425343968,25.633583739476958,25.820236048259556,183400
1994-05-04,25.740253448486328,25.83802374818707,25.642483148785583,25.83802374818707,401900
1994-05-05,25.70470428466797,25.811362808670744,25.704704284667972,25.766921757002923,659800
1994-05-06,25.455835342407227,25.580270291706704,25.366953235764747,25.580270291706704,216300
1994-05-09,25.233625411987305,25.455830637524354,25.189184366879893,25.384724965352497,499300
1994-05-10,25.429180145263672,25.509174070921613,25.340298005643735,25.358074433567722,583400
1994-05-11,25.198057174682617,25.438038671584355,25.12695154597099,25.40248585722854,210600
1994-05-12,25.322498321533203,25.384715762126653,25.260280880939757,25.35805114472946,305200
1994-05-13,25.322498321533203,25.393603967925717,25.19806344034631,25.393603967925717,321300
1994-05-16,25.331390380859375,25.455825280975876,25.322502173708195,25.375831416615267,450400
1994-05-17,25.70470428466797,25.704704284667972,25.313623029991142,25.3491758713254,470200
1994-05-18,25.89134407043457,25.989114336406,25.60692147851768,25.722468156483917,824800
1994-05-19,26.015777587890625,26.086883232134948,25.838013477279826,25.838013477279826,531000
